Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
Male,65.0,6.0,81744.48,4.0,0,0,90521.23,1
Male,33.0,7.0,109354.89,4.0,0,0,121482.12,0
Female,28.0,10.0,0.0,4.0,0,0,102180.73,1
Male,54.0,6.0,0.0,1.0,0,0,146414.6,1
Male,19.0,8.0,0.0,3.0,0,0,35863.96,1
Male,34.0,2.0,0.0,1.0,0,0,63629.36,0
Female,20.0,1.0,140532.8,4.0,0,0,143121.79,0
Female,20.0,10.0,33444.03,4.0,0,0,69966.16,1
Female,69.0,3.0,3272.18,1.0,0,0,76895.97,1
Female,46.0,3.0,0.0,1.0,0,0,75847.47,1
Female,33.0,6.0,24579.98,4.0,0,0,143820.73,1
Male,60.0,10.0,0.0,4.0,0,0,61151.46,0
Male,54.0,8.0,50843.11,3.0,0,0,128267.95,0
Female,35.0,4.0,135129.96,1.0,0,0,57392.25,0
Female,44.0,1.0,0.0,1.0,0,0,98715.62,1
Male,50.0,2.0,0.0,2.0,0,0,27356.14,1
Female,21.0,1.0,128705.15,3.0,0,0,45868.98,0
Female,46.0,8.0,198081.99,2.0,0,0,138915.04,1
Male,46.0,10.0,36693.57,2.0,0,0,72468.13,0
Female,43.0,4.0,0.0,1.0,0,0,54355.91,1
Female,42.0,3.0,54438.22,4.0,0,0,145909.85,0
Female,56.0,6.0,0.0,2.0,0,0,79542.89,1
Male,65.0,6.0,63268.57,3.0,0,0,132592.43,0
Female,43.0,9.0,0.0,3.0,0,0,134789.2,1
Male,39.0,4.0,0.0,1.0,0,0,22001.34,1
Female,66.0,9.0,0.0,2.0,0,0,129174.21,1
Female,49.0,6.0,0.0,2.0,0,0,76365.76,1
Female,38.0,9.0,0.0,4.0,0,0,114048.22,1
Male,45.0,1.0,0.0,2.0,0,0,46523.21,0
Female,70.0,7.0,10953.7,3.0,0,0,66276.23,1
Female,60.0,2.0,0.0,2.0,0,0,98875.12,0
Female,35.0,7.0,167859.87,3.0,0,0,141252.37,0
Male,63.0,3.0,0.0,3.0,0,0,87788.37,1
Female,59.0,1.0,184232.56,3.0,0,0,54950.96,1
Male,54.0,9.0,0.0,1.0,0,0,133583.98,1
Male,55.0,10.0,100386.92,4.0,0,0,121918.36,1
Female,39.0,10.0,5360.75,2.0,0,0,27302.89,1
Male,21.0,1.0,153123.7,2.0,0,0,53830.76,1
Male,65.0,5.0,157517.95,1.0,0,0,113673.52,0
Female,36.0,3.0,0.0,4.0,0,0,77629.85,0
Male,42.0,5.0,148763.64,4.0,0,0,127655.19,1
Female,49.0,5.0,66021.77,1.0,0,0,142345.71,0
Male,38.0,9.0,0.0,3.0,0,0,87807.92,0
Male,40.0,1.0,69611.5,3.0,0,0,21722.63,1
Female,64.0,5.0,82807.63,2.0,0,0,83618.94,0
Female,57.0,5.0,144029.18,4.0,0,0,40977.16,0
Female,34.0,10.0,176450.83,2.0,0,0,95678.69,1
Male,59.0,7.0,12488.7,3.0,0,0,48542.01,0
Female,25.0,9.0,83739.25,1.0,0,0,110535.87,1
Female,18.0,2.0,0.0,2.0,0,0,22878.39,0
Female,65.0,1.0,0.0,1.0,0,0,147456.62,0
Female,30.0,5.0,0.0,3.0,0,0,143687.46,0
Female,34.0,9.0,0.0,3.0,0,0,48847.06,1
Female,33.0,9.0,0.0,4.0,0,0,80457.18,0
Female,58.0,5.559086395233367,26349.9,1.0,0,0,86373.03,0
Male,58.0,3.0,3660.17,2.0,0,0,22016.08,0
Female,19.0,8.0,175592.74,3.0,0,0,145848.56,1
Male,66.0,2.0,0.0,2.0,0,0,149633.71,0
Male,46.0,3.0,44802.15,2.0,0,0,28932.78,0
Female,69.0,10.0,70639.04,3.0,0,0,128077.8,0
Male,26.0,2.0,0.0,4.0,0,0,119646.96,0
Male,54.0,7.0,135817.21,1.0,0,0,46941.5,1
Male,24.0,9.0,70045.57,1.0,0,0,53570.03,1
Male,38.0,10.0,0.0,1.0,0,0,40341.97,1
Male,30.0,6.0,77856.19,3.0,0,0,97970.27,0
Male,47.0,10.0,0.0,4.0,0,0,110500.3,1
Male,43.0,7.0,132242.64,1.0,0,0,110006.66,1
Male,55.0,3.0,0.0,2.0,0,0,44820.46,0
Male,30.0,4.0,164929.71,3.0,0,0,126814.23,0
Male,23.0,8.0,0.0,4.0,0,0,76205.01,1
Female,39.0,6.0,83632.95,3.0,0,0,101905.18,0
Male,65.0,6.0,86368.0,3.0,0,0,115709.75,0
Male,30.0,6.0,19771.16,3.0,0,0,111888.92,0
Female,44.0,4.0,0.0,3.0,0,0,107653.65,1
Female,44.0,3.0,114661.3,1.0,0,0,144950.72,0
Female,38.0,3.0,81796.35,3.0,0,0,60585.53,0
Female,48.0,8.0,125124.87,4.0,0,0,128825.55,0
Male,52.0,3.0,0.0,1.0,0,0,95523.55,0
Male,36.0,2.0,0.0,1.0,0,0,97590.74,0
Female,63.0,2.0,0.0,3.0,0,0,149432.04,0
Male,21.0,6.0,161078.4,2.0,0,0,26935.24,0
Male,35.0,7.0,172864.64,3.0,0,0,102113.66,1
Female,42.0,9.0,14890.33,3.0,0,0,125333.62,0
Female,57.0,6.0,0.0,1.0,0,0,42064.7,1
Female,65.0,1.0,0.0,2.503976143141153,0,0,124365.42,0
Male,20.0,8.0,0.0,1.0,0,0,128392.95,1
Male,43.0,8.0,0.0,2.0,0,0,28648.59,1
Male,34.0,4.0,176313.63,2.0,0,0,47460.14,0
Male,64.0,8.0,0.0,3.0,0,0,124343.24,0
Female,37.0,5.0,0.0,3.0,0,0,80451.24,0
Male,47.0,4.0,0.0,3.0,0,0,107010.12,0
Female,67.0,6.0,188534.31,4.0,0,0,88884.56,0
Female,57.0,8.0,88508.36,3.0,0,0,62413.01,1
Female,47.0,8.0,0.0,4.0,0,0,107619.25,1
Male,54.0,10.0,0.0,2.0,0,0,132405.66,1
Female,40.0,6.0,0.0,3.0,0,0,-50000.0,1
Male,55.0,10.0,101596.24,4.0,0,0,55573.25,0
Female,34.0,1.0,0.0,2.0,0,0,27407.23,1
Female,26.0,6.0,145276.21,2.0,0,0,121016.41,0
Male,32.0,7.0,0.0,4.0,0,0,68290.74,1
Female,35.0,9.0,99021.25,2.0,0,0,66982.49,0
Female,35.0,7.0,0.0,1.0,0,0,137428.74,0
Female,66.0,5.0,0.0,1.0,0,0,133048.79,0
Male,56.0,5.559086395233367,75062.48,3.0,0,0,94214.06,1
Female,47.0,3.0,0.0,2.0,0,0,57141.98,0
Male,25.0,7.0,0.0,2.0,0,0,123705.19,1
Female,29.0,1.0,0.0,3.0,0,0,148507.81,1
Female,48.0,5.0,0.0,3.0,0,0,20084.94,0
Female,67.0,1.0,0.0,1.0,0,0,79582.07,1
Female,34.0,8.0,97739.97,3.0,0,0,57889.92,1
Female,43.0,7.0,2280.61,1.0,0,0,99982.97,0
Female,34.0,7.0,187099.25,1.0,0,0,81839.42,0
Male,47.0,5.0,0.0,4.0,0,0,107104.23,0
Male,61.0,5.0,10998.36,10.0,0,0,76963.22,0
Female,18.0,3.0,150993.08,1.0,0,0,80538.73,0
Female,25.0,8.0,184551.13,1.0,0,0,45979.37,1
Male,56.0,1.0,72613.01814115308,1.0,0,0,128558.57,0
Female,39.0,2.0,0.0,4.0,0,0,31381.33,0
Female,68.0,8.0,0.0,2.0,0,0,141316.66,1
Female,34.0,6.0,136021.49,4.0,0,0,143130.99,0
Male,21.0,6.0,0.0,4.0,0,0,21336.98,1
Female,58.0,4.0,124915.22,3.0,0,0,64196.34,0
Female,45.0,1.0,18708.95,4.0,0,0,148029.95,0
Male,67.0,4.0,0.0,1.0,0,0,112317.24,1
Female,31.0,9.0,0.0,2.0,0,0,27812.53,0
Male,37.0,8.0,0.0,4.0,0,0,118416.25,1
Female,32.0,3.0,0.0,4.0,0,0,-50000.0,0
Female,37.0,7.0,59719.4,3.0,0,0,77207.55,0
Female,20.0,10.0,72613.01814115308,1.0,0,0,42534.6,0
Female,69.0,6.0,136748.48,2.0,0,0,115404.81,0
Female,41.0,9.0,78633.93,1.0,0,0,48328.13,1
Male,44.0,2.0,0.0,2.0,0,0,110959.69,1
Male,27.0,9.0,188589.18,3.0,0,0,121398.48,1
Male,70.0,7.0,0.0,1.0,0,0,49415.78,1
Male,19.0,1.0,0.0,2.0,0,0,48998.07,0
Female,30.0,0.0,0.0,1.0,0,0,147863.74,1
Female,48.0,10.0,0.0,2.0,0,0,26859.48,1
Male,39.0,8.0,0.0,1.0,0,0,109539.13,1
Female,32.0,1.0,0.0,1.0,0,0,40579.51,1
Female,43.0,1.0,167083.6,2.0,0,0,93539.46,0
Female,25.0,6.0,0.0,1.0,0,0,46552.08,1
Male,22.0,6.0,0.0,1.0,0,0,141824.16,1
Male,23.0,6.0,131177.87,2.0,0,0,140653.24,0
Female,24.0,20.0,0.0,3.0,0,0,110133.57,0
Female,24.0,2.0,22068.99,4.0,0,0,107856.98,0
Male,65.0,4.0,111709.27,4.0,0,0,40316.88,0
Female,49.0,2.0,111851.06,4.0,0,0,115093.23,0
Female,62.0,2.0,177350.17,4.0,0,0,102603.87,0
Female,52.0,10.0,63650.34,1.0,0,0,71769.61,1
Female,62.0,7.0,166753.01,4.0,0,0,76069.22,1
Female,40.0,6.0,50982.68,3.0,0,0,86832.41,0
Female,37.0,6.0,0.0,3.0,0,0,20829.28,0
Female,21.0,4.0,0.0,1.0,0,0,126655.49,0
Female,18.0,4.0,0.0,3.0,0,0,121424.6,0
Female,-5.0,7.0,92470.51,1.0,0,0,45752.42,1
Female,64.0,5.0,62136.07,3.0,0,0,40829.33,1
Female,65.0,9.0,159645.0,1.0,0,0,64270.83,0
Male,42.0,3.0,120887.44,2.0,0,0,23082.01,0
Male,62.0,7.0,27956.45,2.0,0,0,140440.29,0
Male,28.0,1.0,0.0,1.0,0,0,143078.28,0
Female,60.0,10.0,0.0,4.0,0,0,90745.83,1
Male,44.0,8.0,0.0,3.0,0,0,26574.5,1
Male,60.0,20.0,0.0,4.0,0,0,31386.87,1
Male,53.0,6.0,68153.4,1.0,0,0,47446.37,1
Male,62.0,4.0,0.0,1.0,0,0,71294.4,1
Female,36.0,10.0,0.0,3.0,0,0,91163.93,0
Female,53.0,2.0,82282.66,2.0,0,0,24507.45,0
Female,40.0,2.0,39493.63,2.0,0,0,135191.19,0
Male,53.0,9.0,0.0,2.0,0,0,107409.9,0
Male,26.0,4.0,0.0,4.0,0,0,89569.8,1
Female,21.0,2.0,0.0,2.0,0,0,35246.42,1
Male,48.0,3.0,0.0,3.0,0,0,80798.56,0
Female,69.0,10.0,86069.8,4.0,0,0,10000000.0,0
Female,70.0,8.0,0.0,1.0,0,0,22106.05,1
Female,48.0,1.0,178092.76,4.0,0,0,47341.41,0
Male,19.0,10.0,173246.91,3.0,0,0,147289.7,0
Male,62.0,3.0,65541.55,3.0,0,0,98409.52,0
Female,47.0,4.0,0.0,4.0,0,0,110006.06,0
Male,30.0,8.0,149668.58,3.0,0,0,37026.59,0
Male,37.0,2.0,0.0,4.0,0,0,82208.69,0
Female,57.0,9.0,0.0,2.0,0,0,53616.91,1
Male,19.0,1.0,134896.58,4.0,0,0,102343.53,0
Female,19.0,5.0,0.0,3.0,0,0,29021.23,1
Male,35.0,8.0,68850.76,2.0,0,0,38626.59,0
Male,53.0,6.0,105568.59,1.0,0,0,122984.86,0
Female,53.0,4.0,0.0,3.0,0,0,55354.09,1
Female,21.0,5.0,127108.61,3.0,0,0,114741.15,0
Female,62.0,7.0,0.0,2.0,0,0,32274.46,0
Female,64.0,2.0,0.0,4.0,0,0,57472.71,0
Female,60.0,1.0,0.0,1.0,0,0,39268.27,1
Male,49.0,8.0,178986.47,3.0,0,0,91904.56,0
Male,48.0,6.0,0.0,4.0,0,0,70686.97,1
Female,61.0,7.0,0.0,3.0,0,0,72614.26,1
Female,33.0,3.0,0.0,1.0,0,0,81939.97,1
Male,19.0,4.0,0.0,4.0,0,0,102211.51,1
Male,44.0,4.0,0.0,3.0,0,0,84994.67,0
Female,62.0,9.0,57623.74,3.0,0,0,130494.71,1
Female,69.0,8.0,192732.51,3.0,0,0,96123.28,1
Male,37.0,8.0,0.0,3.0,0,0,90764.84,1
Male,43.0,10.0,164193.43,2.0,0,0,109610.35,1
Male,55.0,1.0,0.0,3.0,0,0,95806.93,0
Male,24.0,7.0,0.0,4.0,0,0,92340.4,1
Female,70.0,5.0,5165.89,4.0,0,0,119648.55,0
Male,69.0,6.0,125995.79,1.0,0,0,59941.07,1
Male,58.0,7.0,158212.95,4.0,0,0,64931.25,0
Male,46.0,3.0,16267.84,2.0,0,0,84909.38,1
Female,63.0,4.0,0.0,2.0,0,0,73927.34,1
Male,64.0,5.0,88964.65,2.0,0,0,125784.03,0
Female,39.0,1.0,0.0,2.503976143141153,0,0,98234.88,1
Female,55.0,4.0,60174.94,1.0,0,0,24951.22,0
Female,43.0,4.0,110920.86,2.0,0,0,95007.61,1
Female,36.0,4.0,0.0,3.0,0,0,138042.41,0
Female,46.0,3.0,0.0,3.0,0,0,30480.0,0
Female,43.0,7.0,100995.68,2.0,0,0,122883.27,0
Male,53.0,2.0,0.0,3.0,0,0,62002.96,0
Male,43.0,6.0,144691.15,4.0,0,0,87116.83,1
Male,54.0,9.0,179117.99,1.0,0,0,100331.1,1
Male,38.0,7.0,0.0,2.0,0,0,99349.07,1
Female,43.71329365079365,6.0,0.0,3.0,0,0,117776.73,0
Male,61.0,10.0,0.0,2.0,0,0,85461.11,1
Male,19.0,6.0,0.0,1.0,0,0,52161.97,1
Male,56.0,3.0,0.0,2.0,0,0,27746.32,0
Male,59.0,5.0,105156.87,3.0,0,0,30413.74,0
Male,64.0,3.0,37707.35,1.0,0,0,26649.53,1
Female,30.0,3.0,176829.38,3.0,0,0,81676.54,0
Male,20.0,8.0,0.0,3.0,0,0,92523.58,0
Female,24.0,7.0,0.0,2.0,0,0,-50000.0,1
Female,60.0,8.0,0.0,2.0,0,0,36502.77,1
Female,65.0,9.0,0.0,3.0,0,0,114742.21,1
Female,30.0,2.0,0.0,1.0,0,0,63049.04,1
Male,26.0,8.0,130941.61,1.0,0,0,148510.2,1
Male,43.0,8.0,110422.97,4.0,0,0,83753.11,1
Female,37.0,6.0,123888.29,2.0,0,0,34607.38,1
Female,29.0,2.0,0.0,3.0,0,0,62239.96,0
Female,31.0,6.0,146318.42,1.0,0,0,116158.78,1
Male,36.0,2.0,162283.18,4.0,0,0,68375.63,0
Male,69.0,1.0,0.0,2.0,0,0,79753.8,0
Female,40.0,6.0,12776.24,4.0,0,0,149230.62,1
Male,39.0,5.0,0.0,1.0,0,0,66069.03,1
Female,40.0,7.0,0.0,3.0,0,0,51694.25,1
Male,56.0,7.0,63687.09,2.0,0,0,127574.84,1
Male,24.0,2.0,0.0,2.0,0,0,116815.77,1
Male,38.0,10.0,0.0,1.0,0,0,61249.71,1
Female,45.0,1.0,139109.47,1.0,0,0,74016.83,0
Male,55.0,6.0,5765.31,2.0,0,0,42673.2,1
Male,41.0,3.0,0.0,4.0,0,0,87779.01,0
Male,53.0,9.0,5490.34,2.0,0,0,135785.6,0
Male,36.0,7.0,86505.0,2.0,0,0,94375.99,1
Female,51.0,8.0,50124.55,1.0,0,0,96438.91,1
Female,49.0,9.0,0.0,3.0,0,0,87350.07,1
Female,41.0,4.0,0.0,3.0,0,0,132252.39,1
Male,43.0,4.0,0.0,3.0,0,0,111911.99,0
Female,32.0,2.0,0.0,1.0,0,0,115669.33,1
Female,58.0,8.0,0.0,2.0,0,0,37891.87,1
Female,54.0,10.0,171963.24,1.0,0,0,51078.63,1
Female,69.0,7.0,63207.01,4.0,0,0,146952.93,0
Female,40.0,10.0,0.0,3.0,0,0,145533.07,1
Female,34.0,2.0,193076.72,3.0,0,0,114394.46,0
Male,52.0,2.0,42109.62,4.0,0,0,71776.47,1
Male,64.0,8.0,0.0,1.0,0,0,119475.2,1
Female,36.0,6.0,128672.14,3.0,0,0,137422.25,1
Female,68.0,8.0,17398.79,4.0,0,0,90970.06,0
Female,24.0,10.0,0.0,2.0,0,0,142853.13,0
Male,42.0,7.0,100615.28,3.0,0,0,35593.88,1
Male,20.0,6.0,0.0,2.0,0,0,108744.84,1
Male,25.0,3.0,189204.19,2.0,0,0,37119.3,0
Male,25.0,8.0,0.0,3.0,0,0,59928.93,0
Female,18.0,6.0,0.0,1.0,0,0,107963.8,1
Male,53.0,5.0,0.0,1.0,0,0,127732.17,0
Male,69.0,3.0,0.0,4.0,0,0,67187.77,0
Female,41.0,4.0,23405.5,2.0,0,0,26135.57,0
Female,32.0,2.0,72613.01814115308,3.0,0,0,142467.57,0
Female,41.0,8.0,79231.24,4.0,0,0,90753.45,0
Male,32.0,9.0,35147.68,2.0,0,0,24324.84,1
Female,42.0,6.0,0.0,2.0,0,0,78664.66,0
Female,47.0,4.0,0.0,2.0,0,0,126632.93,0
Male,66.0,1.0,0.0,2.0,0,0,105903.81,0
Female,34.0,7.0,0.0,4.0,0,0,68933.95,0
Female,26.0,5.0,172553.15,1.0,0,0,86687.32,0
Female,51.0,7.0,0.0,2.0,0,0,113962.0,1
Female,18.0,8.0,0.0,2.0,0,0,116723.72,1
Female,59.0,9.0,150126.42,2.0,0,0,50242.76,0
Male,41.0,8.0,125308.13,10.0,0,0,116081.88,0
Male,59.0,1.0,0.0,2.0,0,0,121146.02,0
Female,20.0,7.0,97163.18,3.0,0,0,52318.63,0
Female,63.0,1.0,0.0,1.0,0,0,64925.35,1
Female,29.0,10.0,0.0,2.0,0,0,127578.08,1
Female,18.0,6.0,48991.88,4.0,0,0,44326.16,1
Female,52.0,6.0,195521.76,1.0,0,0,89815.37,0
Male,47.0,2.0,0.0,2.0,0,0,41357.29,0
Female,39.0,3.0,0.0,1.0,0,0,138225.84,1
Male,69.0,5.0,0.0,1.0,0,0,52104.95,0
Female,61.0,6.0,3632.53,4.0,0,0,141523.42,0
Female,40.0,7.0,0.0,4.0,0,0,69017.01,1
Female,31.0,7.0,118852.06,2.0,0,0,78136.13,0
Male,39.0,9.0,129461.34,3.0,0,0,31368.05,0
Female,62.0,1.0,8922.48,1.0,0,0,143972.24,1
Male,32.0,4.0,36639.89,3.0,0,0,38355.88,0
Female,50.0,7.0,124428.03,2.0,0,0,119836.1,0
Female,46.0,2.0,0.0,3.0,0,0,127372.32,0
Male,60.0,7.0,0.0,2.0,0,0,140420.08,0
Male,43.0,2.0,0.0,2.0,0,0,75379.68,0
Female,64.0,10.0,113314.68,4.0,0,0,10000000.0,0
Female,45.0,1.0,0.0,2.0,0,0,69169.19,0
Female,30.0,9.0,137090.15,4.0,0,0,61093.17,1
Male,54.0,5.0,0.0,4.0,0,0,58737.04,1
Male,54.0,9.0,0.0,4.0,0,0,59998.28,0
Female,70.0,2.0,9999999.0,2.0,0,0,91068.04,0
Male,41.0,10.0,107377.28,2.0,0,0,139143.59,0
Female,26.0,1.0,23866.36,2.0,0,0,95806.62,0
Female,61.0,9.0,0.0,3.0,0,0,133441.37,1
Female,43.0,9.0,138591.8,4.0,0,0,127820.07,1
Male,50.0,10.0,111158.15,1.0,0,0,60584.94,1
Male,66.0,7.0,166754.54,4.0,0,0,98179.93,1
Male,53.0,8.0,169162.89,1.0,0,0,72243.92,1
Male,25.0,7.0,72039.5,4.0,0,0,117418.03,1
Female,43.0,7.0,0.0,1.0,0,0,33796.33,1
Male,43.0,2.0,85993.9,1.0,0,0,88256.41,0
Female,41.0,2.0,0.0,4.0,0,0,26991.66,1
Male,40.0,7.0,78151.34,4.0,0,0,131405.37,0
Male,29.0,8.0,154179.58,2.0,0,0,64413.34,0
Male,23.0,4.0,24756.82,4.0,0,0,97650.61,0
Female,24.0,3.0,0.0,1.0,0,0,120983.8,0
Male,28.0,3.0,0.0,1.0,0,0,102592.04,1
Male,34.0,10.0,0.0,1.0,0,0,131531.54,0
Female,52.0,7.0,190670.9,2.0,0,0,88586.44,0
Female,58.0,10.0,0.0,3.0,0,0,89221.22,1
Female,21.0,10.0,34084.81,1.0,0,0,146076.45,1
Female,19.0,1.0,144505.34,4.0,0,0,83337.56,1
Female,29.0,9.0,82170.03,3.0,0,0,114641.59,0
Female,65.0,8.0,155109.48,4.0,0,0,131280.14,0
Male,39.0,5.0,28232.19,3.0,0,0,70418.46,0
Female,43.0,6.0,0.0,4.0,0,0,130787.61,1
Male,23.0,1.0,125080.32,4.0,0,0,107458.28,0
Female,23.0,5.0,0.0,4.0,0,0,121790.03,0
Male,69.0,10.0,39796.7,1.0,0,0,28053.05,1
Male,28.0,7.0,8255.75,4.0,0,0,35336.42,1
Male,57.0,1.0,168954.7,3.0,0,0,25189.93,0
Female,67.0,6.0,131103.56,4.0,0,0,135025.03,1
Female,40.0,4.0,198659.77,2.0,0,0,87161.59,0
Female,42.0,4.0,169788.12,1.0,0,0,46190.31,1
Female,33.0,1.0,20032.5,1.0,0,0,42348.63,0
Male,43.0,6.0,0.0,3.0,0,0,92698.36,0
Female,29.0,2.0,4189.6,2.0,0,0,98417.7,1
Female,54.0,7.0,186580.78,4.0,0,0,95623.8,0
Female,49.0,5.0,0.0,2.0,0,0,55301.56,1
Male,32.0,10.0,0.0,4.0,0,0,58740.89,0
Female,53.0,5.0,75226.97,3.0,0,0,142747.15,0
Female,38.0,1.0,196946.24,1.0,0,0,46459.53,0
Female,21.0,8.0,0.0,2.0,0,0,77957.32,0
Female,65.0,1.0,18254.61,1.0,0,0,70436.46,0
Female,22.0,2.0,0.0,3.0,0,0,107960.24,1
Female,59.0,6.0,0.0,3.0,0,0,119491.12,0
Female,27.0,9.0,0.0,1.0,0,0,51493.43,1
Male,21.0,2.0,10351.51,1.0,0,0,51071.89,0
Male,26.0,5.0,0.0,2.0,0,0,62408.67,0
Female,21.0,9.0,27535.55,3.0,0,0,140160.24,1
Male,51.0,10.0,74501.47,2.0,0,0,144012.88,0
Female,63.0,10.0,135133.54,1.0,0,0,123435.83,1
Male,26.0,4.0,101422.82,1.0,0,0,105974.55,1
Female,48.0,8.0,0.0,2.0,0,0,80694.15,1
Female,64.0,4.0,187836.52,4.0,0,0,118400.6,0
Female,67.0,9.0,199365.03,1.0,0,0,23954.06,1
Female,61.0,10.0,0.0,4.0,0,0,146339.89,1
Male,32.0,1.0,0.0,3.0,0,0,45047.93,1
Female,53.0,4.0,0.0,4.0,0,0,41604.05,1
Male,51.0,2.0,69262.32,4.0,0,0,43291.31,0
Male,27.0,10.0,142224.6,4.0,0,0,32570.29,0
Female,56.0,5.0,0.0,1.0,0,0,22528.25,1
Male,69.0,8.0,0.0,3.0,0,0,21366.72,0
Female,50.0,1.0,197350.83,2.0,0,0,138152.5,0
Male,44.0,5.0,189128.96,4.0,0,0,26565.96,0
Female,42.0,5.0,29420.05,3.0,0,0,56271.08,1
Male,18.0,3.0,0.0,1.0,0,0,114900.22,1
Male,62.0,7.0,15792.59,1.0,0,0,81389.44,1
Female,23.0,3.0,0.0,3.0,0,0,101278.1,0
Male,24.0,6.0,33128.09,3.0,0,0,21845.56,1
Male,53.0,3.0,0.0,2.0,0,0,89968.61,0
Female,53.0,8.0,34663.22,1.0,0,0,84783.29,0
Female,26.0,4.0,109213.63,1.0,0,0,148737.07,0
Female,34.0,8.0,0.0,1.0,0,0,23762.76,1
Female,45.0,8.0,0.0,2.0,0,0,63937.6,1
Male,38.0,1.0,150369.09,3.0,0,0,44103.15,1
Female,39.0,2.0,169114.72,3.0,0,0,105065.04,0
Female,35.0,8.0,117038.05,2.0,0,0,32018.44,0
Female,26.0,9.0,0.0,3.0,0,0,52192.11,1
Female,21.0,7.0,0.0,4.0,0,0,88392.22,0
Male,40.0,4.0,0.0,4.0,0,0,38065.97,0
Male,48.0,10.0,64825.98,2.0,0,0,146737.56,0
Male,27.0,10.0,0.0,2.0,0,0,130493.04,1
Female,56.0,7.0,2545.56,2.0,0,0,56174.8,1
Male,32.0,6.0,168918.76,4.0,0,0,37391.16,0
Male,20.0,1.0,124426.73,2.0,0,0,57664.64,0
Female,23.0,3.0,82817.72,1.0,0,0,67668.25,1
Male,21.0,8.0,0.0,4.0,0,0,28844.85,1
Male,48.0,8.0,101679.23,1.0,0,0,129832.33,1
Female,34.0,4.0,0.0,1.0,0,0,21277.58,0
Male,69.0,10.0,0.0,3.0,0,0,126092.01,0
Female,22.0,4.0,0.0,1.0,0,0,93967.82,1
Male,43.0,7.0,35657.18,2.0,0,0,77801.6,1
Female,62.0,7.0,59992.53,1.0,0,0,104821.87,1
Male,33.0,9.0,0.0,1.0,0,0,41261.99,1
Female,63.0,6.0,61058.21,2.0,0,0,77024.37,1
Female,25.0,5.0,0.0,2.0,0,0,52734.88,0
Female,70.0,5.0,0.0,4.0,0,0,37344.12,0
Female,35.0,7.0,33507.54,2.0,0,0,134026.58,0
Male,58.0,5.0,0.0,3.0,0,0,101387.11,1
Male,62.0,10.0,52238.36,3.0,0,0,70057.55,0
Female,51.0,5.0,167159.78,4.0,0,0,115669.65,1
Male,68.0,7.0,9999999.0,4.0,0,0,140987.39,1
Male,28.0,1.0,0.0,2.0,0,0,28485.98,0
Male,35.0,1.0,0.0,3.0,0,0,119823.93,0
Male,37.0,3.0,43320.19,2.0,0,0,97050.49,0
Female,26.0,2.0,93260.79,1.0,0,0,55772.11,0
Male,38.0,1.0,68307.96,1.0,0,0,106035.39,0
Female,38.0,10.0,143349.14,2.0,0,0,36282.66,0
Male,18.0,5.0,0.0,3.0,0,0,147798.41,0
Male,19.0,6.0,147628.46,2.0,0,0,37839.53,0
Female,25.0,8.0,0.0,4.0,0,0,53053.69,1
Female,38.0,8.0,10704.5,2.0,0,0,64511.37,0
Female,32.0,10.0,150870.65,4.0,0,0,44627.65,0
Female,24.0,7.0,0.0,4.0,0,0,34233.83,1
Male,70.0,1.0,0.0,3.0,0,0,145652.66,0
Female,66.0,8.0,0.0,2.0,0,0,65822.54,1
Female,63.0,2.0,0.0,3.0,0,0,101685.13,1
Male,20.0,6.0,116172.54,1.0,0,0,111426.04,0
Male,29.0,6.0,0.0,4.0,0,0,103258.15,1
Female,18.0,5.0,7651.29,1.0,0,0,112588.63,1
Female,39.0,10.0,97231.34,3.0,0,0,146891.18,1
Female,57.0,1.0,0.0,4.0,0,0,65601.09,0
Female,43.0,3.0,0.0,3.0,0,0,20302.04,0
Female,58.0,10.0,0.0,3.0,0,0,53665.01,0
Female,50.0,5.0,189512.7,1.0,0,0,49001.22,1
Female,70.0,4.0,0.0,1.0,0,0,29234.86,0
Male,53.0,9.0,115341.86,0.0,0,0,33938.91,1
Female,41.0,4.0,168163.75,4.0,0,0,50790.43,0
Female,33.0,9.0,73813.96,1.0,0,0,27110.11,1
Male,46.0,6.0,0.0,4.0,0,0,38276.95,1
Male,66.0,5.0,37501.31,2.0,0,0,109134.73,1
Female,64.0,3.0,0.0,1.0,0,0,138325.5,1
Female,29.0,7.0,44331.99,3.0,0,0,32784.84,1
Female,60.0,1.0,190614.04,1.0,0,0,81629.91,0
Female,46.0,2.0,0.0,2.0,0,0,23655.8,0
Male,35.0,2.0,30073.22,3.0,0,0,104796.54,1
Female,59.0,6.0,4365.65,2.0,0,0,126558.01,0
Female,55.0,4.0,0.0,4.0,0,0,30915.13,0
Male,22.0,6.0,0.0,1.0,0,0,115465.5,1
Male,67.0,3.0,0.0,2.0,0,0,71926.2,0
Female,21.0,9.0,0.0,4.0,0,0,27065.25,1
Female,58.0,2.0,0.0,2.0,0,0,28213.8,0
Male,60.0,9.0,150816.65,3.0,0,0,95690.87,0
Female,20.0,10.0,127351.02,1.0,0,0,70738.42,0
Male,29.0,1.0,0.0,3.0,0,0,40074.05,0
Male,69.0,6.0,56151.73,2.503976143141153,0,0,42458.38,0
Female,51.0,9.0,0.0,4.0,0,0,106364.12,1
